area,baths,beds,City,Zipcode,Price,Age
1270.0,2.0,3.0,Seattle,98136,700000,47
1554.0,3.0,3.0,Seattle,98136,815000,46
1484.0,3.0,3.0,Seattle,98136,725000,38
2500.0,2.0,3.0,Seattle,98136,1160000,31
1410.0,1.0,2.0,Seattle,98136,876000,40
1890.0,2.0,4.0,Seattle,98136,1010000,52
3120.0,3.0,5.0,Seattle,98136,1571000,46
2220.0,4.0,3.0,Seattle,98136,1132400,43
1230.0,2.0,3.0,Seattle,98136,655000,48
1128.0,2.0,2.0,Seattle,98136,460000,45
686.0,1.0,1.0,Seattle,98136,348500,60
5010.0,5.0,5.0,Seattle,98136,6500000,46
1520.0,2.0,3.0,Seattle,98136,1033000,44
1443.0,3.0,2.0,Seattle,98136,725000,45
5530.0,5.0,4.0,Seattle,98136,3750000,45
1000.0,3.0,3.0,Seattle,98136,685000,53
1210.0,3.0,3.0,Seattle,98136,685000,55
2640.0,2.0,4.0,Seattle,98136,1200000,32
1232.0,2.0,2.0,Seattle,98136,550000,44
2650.0,2.0,5.0,Seattle,98136,1325000,44
1930.0,1.0,4.0,Seattle,98136,1012500,56
1010.0,2.0,2.0,Seattle,98136,550000,44
2365.0,2.0,3.0,Seattle,98136,1455000,45
1920.0,1.0,3.0,Seattle,98136,619950,37
1025.0,2.0,2.0,Seattle,98109,592000,50
1667.0,3.5,3.0,Seattle,98109,935000,33
1665.0,4.0,3.0,Seattle,98109,935000,58
2840.0,4.0,5.0,Seattle,98109,1895000,48
9970.0,10.0,5.0,Seattle,98109,5000000,38
3240.0,3.0,5.0,Seattle,98109,1800000,34
1019.0,1.0,2.0,Seattle,98109,797500,33
450.0,1.0,1.0,Seattle,98109,275000,55
800.0,1.0,1.0,Seattle,98109,395000,47
1690.0,3.0,3.0,Seattle,98109,1250000,39
2141.0,4.0,4.0,Seattle,98109,300000,34
800.0,1.0,1.0,Seattle,98109,395000,36
2660.0,2.0,4.0,Seattle,98109,1660000,43
2820.0,2.0,4.0,Seattle,98109,975000,58
5190.0,7.0,7.0,Seattle,98109,3000000,56
3023.0,4.0,4.0,Seattle,98109,1750000,60
1865.0,3.0,2.0,Seattle,98109,988000,50
4693.0,,,Seattle,98109,2135000,53
0.0,,,Seattle,98109,350000,58
753.0,2.0,2.0,Seattle,98109,380000,58
1471.0,3.0,2.0,Seattle,98109,875000,41
1471.0,3.0,2.0,Seattle,98109,875000,37
2460.0,3.0,5.0,Seattle,98109,1350000,60
1169.0,2.0,2.0,Seattle,98109,735000,41
656.0,1.0,1.0,Seattle,98109,520000,36
2820.0,4.0,4.0,Seattle,98109,1830000,41
683.0,1.0,1.0,Seattle,98109,520000,59
2400.0,3.0,3.0,Seattle,98109,1210000,50
120.0,1.0,,Seattle,98109,80000,42
1950.0,2.0,3.0,Seattle,98109,989000,42
3190.0,4.0,4.0,Seattle,98109,2495000,35
2140.0,4.0,3.0,Seattle,98109,1255000,31
5370.0,,,Seattle,98109,1975000,58
1237.0,2.0,2.0,Seattle,98109,785000,60
1780.0,2.0,3.0,Seattle,98109,1545000,54
665.0,1.0,1.0,Seattle,98109,370000,39
874.0,2.0,2.0,Seattle,98109,545000,57
3001.0,4.0,5.0,Seattle,98109,2500000,34
2430.0,2.1,4.0,Seattle,98109,1272000,40
4762.0,,,Seattle,98109,1800000,37
597.0,1.0,1.0,Seattle,98104,300000,45
440.0,1.0,,Seattle,98104,225000,41
442.0,1.0,,Seattle,98104,220000,47
934.0,2.0,1.0,Seattle,98104,500000,30
1060.0,1.0,1.0,Seattle,98104,500000,50
640.0,1.0,1.0,Seattle,98104,295000,30
514.0,1.0,1.0,Seattle,98104,420000,46
527.0,1.0,1.0,Seattle,98104,300000,40
2925.0,,,Seattle,98104,850000,52
1081.0,2.0,2.0,Seattle,98104,800000,39
653.0,1.0,1.0,Seattle,98104,400000,37
589.0,1.0,1.0,Seattle,98104,553000,49
569.0,1.0,1.0,Seattle,98104,399950,32
568.0,1.0,1.0,Seattle,98104,330000,51
673.0,1.0,1.0,Seattle,98104,325000,56
407.0,1.0,,Seattle,98104,425000,42
620.0,1.0,1.0,Seattle,98104,289000,34
791.0,1.0,1.0,Seattle,98104,510000,36
610.0,1.0,1.0,Seattle,98104,275000,55
883.0,1.0,2.0,Seattle,98104,415000,52
1354.0,2.0,1.0,Seattle,98104,830000,50
549.0,1.0,1.0,Seattle,98104,358000,59
681.0,1.0,1.0,Seattle,98104,575000,40
1105.0,2.0,2.0,Seattle,98104,1280000,45
1105.0,2.0,2.0,Seattle,98104,1142500,59
2726.0,3.0,2.0,Seattle,98104,3800000,35
640.0,1.0,1.0,Seattle,98104,275000,33
835.0,1.0,1.0,Seattle,98104,795000,55
1425.0,2.0,2.0,Seattle,98104,1000000,55
1425.0,2.0,2.0,Seattle,98104,1000000,39
530.0,1.0,1.0,Seattle,98104,249000,45
1208.0,1.5,1.0,Seattle,98104,699000,60
517.0,1.0,,Seattle,98104,540000,58
1244.0,2.0,2.0,Seattle,98104,549000,37
1288.0,1.0,2.0,Seattle,98104,482100,30
1460.0,2.0,1.0,Seattle,98104,815000,53
1541.0,2.0,2.0,Seattle,98104,1075000,36
630.0,1.0,1.0,Seattle,98104,52500,59
539.0,1.0,1.0,Seattle,98104,420000,39
535.0,1.0,,Seattle,98104,290000,52
1778.0,2.0,1.0,Seattle,98112,1975000,48
928.0,2.0,2.0,Seattle,98112,500000,45
4970.0,4.0,5.0,Seattle,98112,3225000,48
3900.0,4.0,5.0,Seattle,98112,2125000,38
1025.0,2.0,2.0,Seattle,98112,878000,57
2930.0,4.0,3.0,Seattle,98112,1670000,56
3120.0,4.0,4.0,Seattle,98112,2800000,60
2394.0,1.5,3.0,Seattle,98112,1200000,42
2084.0,2.0,2.0,Seattle,98112,1481468,33
6458.0,6.0,4.0,Seattle,98112,5350000,54
4050.0,5.0,5.0,Seattle,98112,2800000,53
3050.0,4.0,3.0,Seattle,98112,2725000,56
3220.0,,,Seattle,98112,1215000,31
2480.0,2.0,3.0,Seattle,98112,1385000,55
5237.0,5.0,5.0,Seattle,98112,4000000,33
5498.0,5.0,5.0,Seattle,98112,6200000,36
2338.0,2.0,4.0,Seattle,98112,1735000,54
1620.0,1.0,2.0,Seattle,98112,1175000,51
2010.0,1.0,2.0,Seattle,98112,1150000,46
2720.0,3.0,4.0,Seattle,98112,1900000,33
2410.0,3.0,5.0,Seattle,98112,1390000,31
1394.0,3.0,3.0,Seattle,98112,1700000,47
3120.0,2.75,8.0,Seattle,98112,2260000,34
1724.0,2.0,2.0,Seattle,98112,1875000,58
1470.0,3.0,3.0,Seattle,98112,999000,32
1000.0,1.0,2.0,Seattle,98112,707500,32
2750.0,3.0,3.0,Seattle,98112,1980000,43
2758.0,3.0,2.0,Seattle,98112,3825000,37
2387.0,3.0,3.0,Seattle,98112,2290000,39
2054.0,3.0,4.0,Seattle,98112,1449900,43
661.0,1.0,2.0,Seattle,98112,364500,31
1920.0,3.0,4.0,Seattle,98112,1350000,36
2894.0,4.0,4.0,Seattle,98112,2126000,47
2440.0,2.0,4.0,Seattle,98112,1200000,55
2740.0,4.0,3.0,Seattle,98112,2500000,30
5347.0,6.0,4.0,Seattle,98112,4800000,45
1860.0,3.0,4.0,Seattle,98112,1500000,53
2100.0,2.0,3.0,Seattle,98117,1100000,54
2792.0,2.0,2.0,Seattle,98117,972000,49
1960.0,2.0,3.0,Seattle,98117,1222000,46
3690.0,4.0,4.0,Seattle,98117,3050000,45
1110.0,1.0,2.0,Seattle,98117,760000,55
2020.0,4.0,5.0,Seattle,98117,1185000,39
2483.0,3.0,4.0,Seattle,98117,1330000,37
2950.0,4.0,5.0,Seattle,98117,1650000,36
2240.0,1.0,2.0,Seattle,98117,790000,53
1024.0,3.0,2.0,Seattle,98117,697000,51
1111.0,3.0,2.0,Seattle,98117,815000,49
2310.0,2.0,6.0,Seattle,98117,995000,42
1386.0,3.0,3.0,Seattle,98117,875000,49
790.0,1.0,1.0,Seattle,98117,410000,54
1470.0,3.25,3.0,Seattle,98117,810000,40
1108.0,2.0,2.0,Seattle,98117,638950,56
1088.0,3.0,2.0,Seattle,98117,700000,30
1100.0,3.0,2.0,Seattle,98117,669999,48
1470.0,4.0,3.0,Seattle,98117,810000,30
1720.0,2.0,3.0,Seattle,98117,1012000,58
670.0,1.0,1.0,Seattle,98117,1100000,59
960.0,1.0,2.0,Seattle,98117,660000,45
2560.0,2.0,3.0,Seattle,98117,1350000,58
1100.0,3.0,2.0,Seattle,98117,660000,44
1018.0,3.0,2.0,Seattle,98117,675000,32
2420.0,2.0,3.0,Seattle,98117,1000000,40
2570.0,3.0,4.0,Seattle,98117,1825000,31
1689.0,3.0,3.0,Seattle,98117,909000,37
3340.0,2.0,4.0,Seattle,98117,950000,33
2380.0,3.0,3.0,Seattle,98117,1150000,49
1187.0,2.0,2.0,Seattle,98117,699950,60
1575.0,3.0,4.0,Seattle,98117,840000,44
3090.0,4.0,5.0,Seattle,98117,1960000,37
1644.0,3.0,3.0,Seattle,98117,909000,41
2060.0,2.0,3.0,Seattle,98117,1060000,52
3300.0,4.0,4.0,Seattle,98117,2250000,33
814.0,1.0,1.0,Seattle,98121,695000,55
702.0,1.0,1.0,Seattle,98121,550000,48
765.0,1.0,1.0,Seattle,98121,840000,50
985.0,1.0,2.0,Seattle,98121,1020000,36
1154.0,2.0,2.0,Seattle,98121,1018000,60
337.0,1.0,1.0,Seattle,98121,299900,55
1371.0,2.0,2.0,Seattle,98121,815000,47
1120.0,2.0,2.0,Seattle,98121,595000,60
564.0,1.0,1.0,Seattle,98121,625000,59
532.0,1.0,1.0,Seattle,98121,426500,30
1408.0,2.0,2.0,Seattle,98121,835000,36
601.0,1.0,1.0,Seattle,98121,327500,40
1523.0,2.0,2.0,Seattle,98121,1095000,57
1523.0,2.0,2.0,Seattle,98121,1095000,40
3194.0,4.0,3.0,Seattle,98121,1700000,34
814.0,1.0,1.0,Seattle,98121,635000,57
542.0,1.0,1.0,Seattle,98121,585000,40
1006.0,2.0,2.0,Seattle,98121,905000,51
1390.0,2.0,2.0,Seattle,98121,799900,52
494.0,2.0,1.0,Seattle,98121,371000,33
564.0,1.0,1.0,Seattle,98121,670000,51
721.0,1.0,1.0,Seattle,98121,410000,33
1073.0,2.0,1.0,Seattle,98121,775000,60
667.0,1.0,1.0,Seattle,98121,399000,41
1408.0,2.0,2.0,Seattle,98121,850000,41
814.0,1.0,1.0,Seattle,98121,589000,33
1269.0,2.0,2.0,Seattle,98121,1500000,60
765.0,1.0,1.0,Seattle,98121,550000,33
603.0,1.0,1.0,Seattle,98121,373500,40
596.0,1.0,1.0,Seattle,98121,350000,37
941.0,2.0,2.0,Seattle,98121,650000,35
821.0,1.0,1.0,Seattle,98121,814334,32
450.0,1.0,,Seattle,98121,270000,54
1133.0,2.0,1.0,Seattle,98121,595000,50
1114.0,2.0,2.0,Seattle,98121,705000,31
1154.0,2.0,2.0,Seattle,98121,1700000,50
1909.0,3.0,3.0,Seattle,98121,2200000,51
466.0,1.0,1.0,Seattle,98121,355000,49
846.0,1.0,1.0,Seattle,98119,499000,56
3070.0,1.0,3.0,Seattle,98119,1420000,32
1607.0,4.0,3.0,Seattle,98119,1402500,44
3620.0,4.0,6.0,Seattle,98119,1895000,34
1000.0,1.0,2.0,Seattle,98119,1130000,57
972.0,1.0,1.0,Seattle,98119,410000,33
3290.0,4.0,4.0,Seattle,98119,3450000,59
1490.0,,,Seattle,98119,1000000,60
6664.0,7.0,6.0,Seattle,98119,4800000,55
3297.0,4.0,5.0,Seattle,98119,2660000,49
1900.0,3.0,3.0,Seattle,98119,1180000,58
3200.0,3.0,4.0,Seattle,98119,2100000,49
1650.0,3.0,3.0,Seattle,98119,927000,37
2327.0,2.5,2.0,Seattle,98119,1945000,55
1513.0,2.0,2.0,Seattle,98119,1800000,43
2327.0,3.0,3.0,Seattle,98119,1945000,30
4983.0,6.0,6.0,Seattle,98119,3000000,31
1240.0,1.0,2.0,Seattle,98119,590000,56
1025.0,1.0,2.0,Seattle,98119,990000,55
3171.0,3.0,5.0,Seattle,98119,1530000,55
2435.0,3.0,6.0,Seattle,98119,1500000,54
2290.0,4.0,3.0,Seattle,98119,968000,38
1000.0,2.0,2.0,Seattle,98119,615000,49
3300.0,4.0,5.0,Seattle,98119,2700000,47
3299.0,4.0,4.0,Seattle,98119,2000000,57
2570.0,3.0,4.0,Seattle,98119,1550000,31
1700.0,2.0,2.0,Seattle,98119,1297000,56
1860.0,2.0,3.0,Seattle,98119,1250000,41
851.0,1.0,2.0,Seattle,98119,599000,54
1593.0,3.0,3.0,Seattle,98119,1220000,31
1530.0,3.0,3.0,Seattle,98119,1220000,35
2440.0,3.0,6.0,Seattle,98119,1099000,54
1740.0,2.0,3.0,Seattle,98119,965000,34
1540.0,3.0,3.0,Seattle,98119,903000,40
3120.0,4.0,4.0,Seattle,98119,2295000,50
3200.0,2.0,5.0,Seattle,98119,1675000,44
1622.0,2.0,3.0,Seattle,98119,699000,46
1622.0,2.0,3.0,Seattle,98119,699000,35
781.0,1.0,1.0,Seattle,98119,340000,54
781.0,1.0,1.0,Seattle,98119,340000,56
1950.0,2.25,4.0,Seattle,98119,1150000,55
1410.0,1.0,3.0,Seattle,98155,640000,39
2900.0,4.0,3.0,Seattle,98115,1424000,45
2047.0,3.0,3.0,Seattle,98177,860000,40
1960.0,2.0,3.0,Seattle,98107,1245000,57
2430.0,3.0,5.0,Seattle,98125,925000,34
920.0,1.0,2.0,Seattle,98125,720000,38
1480.0,1.0,2.0,Seattle,98125,615000,31
2260.0,3.0,4.0,Seattle,98125,1125000,48
1860.0,2.0,3.0,Seattle,98125,775000,32
1170.0,2.0,4.0,Seattle,98125,975000,59
880.0,1.0,2.0,Seattle,98125,475000,53
990.0,2.0,3.0,Seattle,98125,640000,38
1700.0,3.0,4.0,Seattle,98125,720000,56
1660.0,2.0,3.0,Seattle,98125,850000,32
2360.0,3.0,4.0,Seattle,98125,1450000,42
1310.0,1.5,3.0,Seattle,98125,500000,33
2260.0,3.0,4.0,Seattle,98125,890000,47
1310.0,1.5,3.0,Seattle,98125,515000,60
20185.0,,,Seattle,98125,1800000,54
2740.0,3.0,3.0,Seattle,98125,3290625,50
1250.0,1.0,3.0,Seattle,98125,670000,55
1520.0,1.0,2.0,Seattle,98125,745000,51
2540.0,3.0,3.0,Seattle,98125,2358756,36
3410.0,3.0,5.0,Seattle,98125,3650000,31
1076.0,3.0,3.0,Seattle,98125,729950,58
2310.0,3.0,4.0,Seattle,98125,1295000,31
2200.0,3.0,5.0,Seattle,98125,1195000,39
1977.0,3.0,3.0,Seattle,98125,975000,48
1521.0,4.0,3.0,Seattle,98125,645000,43
1880.0,2.0,4.0,Seattle,98125,550000,53
1750.0,2.0,3.0,Seattle,98125,1345000,44
1480.0,2.0,3.0,Seattle,98125,930000,45
1760.0,3.0,3.0,Seattle,98125,650000,51
2360.0,2.0,3.0,Seattle,98125,740000,52
2600.0,3.0,5.0,Seattle,98125,1000000,31
2000.0,2.0,3.0,Seattle,98125,975000,56
1200.0,2.0,2.0,Seattle,98125,745000,44
1119.0,1.0,3.0,Seattle,98125,600000,46
1540.0,3.0,3.0,Seattle,98125,865000,44
3640.0,3.0,5.0,Seattle,98125,1565000,58
1040.0,1.5,3.0,Seattle,98125,670000,55
1320.0,2.0,3.0,Seattle,98125,664000,40
2520.0,2.0,4.0,Seattle,98125,860000,45
1450.0,3.0,3.0,Seattle,98133,549000,57
994.0,2.0,2.0,Seattle,98133,279000,52
1310.0,2.0,4.0,Seattle,98133,745000,35
1450.0,2.0,3.0,Seattle,98133,760000,56
2050.0,2.0,4.0,Seattle,98133,1125000,57
1800.0,2.0,4.0,Seattle,98133,865000,41
2680.0,4.0,4.0,Seattle,98133,1162500,52
1500.0,3.0,3.0,Seattle,98133,622500,54
646.0,1.0,1.0,Seattle,98133,284000,38
1117.0,3.0,2.0,Seattle,98133,700000,56
902.0,2.0,2.0,Seattle,98133,395000,50
1390.0,2.5,3.0,Seattle,98133,525000,38
1381.0,3.0,3.0,Seattle,98133,623000,43
1320.0,2.0,3.0,Seattle,98133,550000,41
1330.0,3.0,3.0,Seattle,98133,525000,46
2399.0,3.0,4.0,Seattle,98133,1125000,35
1370.0,3.0,3.0,Seattle,98133,623000,36
1850.0,2.0,3.0,Seattle,98133,950000,33
1650.0,2.0,3.0,Seattle,98133,595000,46
1661.0,2.0,4.0,Seattle,98133,595000,36
0.0,,,Seattle,98133,827500,48
850.0,2.0,2.0,Seattle,98133,328725,38
2080.0,3.0,3.0,Seattle,98133,975000,41
1372.0,3.0,3.0,Seattle,98133,776000,43
1920.0,2.0,3.0,Seattle,98133,1050000,32
1440.0,2.0,3.0,Seattle,98133,625000,44
1810.0,3.0,4.0,Seattle,98133,800000,41
3517.0,4.0,5.0,Seattle,98133,1895000,40
783.0,2.0,1.0,Seattle,98133,293700,34
2100.0,1.0,3.0,Seattle,98133,778000,44
4160.0,4.0,5.0,Seattle,98133,1000000,48
1487.0,2.0,2.0,Seattle,98133,675000,53
3030.0,3.0,4.0,Seattle,98133,1150000,51
1487.0,2.0,2.0,Seattle,98133,680000,55
646.0,1.0,1.0,Seattle,98133,284950,43
1150.0,1.0,3.0,Seattle,98133,650000,30
0.0,,,Seattle,98133,799950,57
1145.0,1.0,4.0,Seattle,98133,680000,48
3977.0,3.0,3.0,Seattle,98036,1450000,49
3300.0,3.0,4.0,Seattle,98034,1776500,47
1782.0,2.0,3.0,Seattle,98021,679950,45
1780.0,2.0,4.0,Seattle,98155,816000,38
3038.0,3.0,4.0,Seattle,98177,943000,37
1830.0,3.0,4.0,Seattle,98155,830000,51
1830.0,3.0,4.0,Seattle,98155,759900,54
2000.0,3.0,3.0,Seattle,98028,1150000,53
3010.0,3.0,5.0,Seattle,98028,1375000,57
1332.0,2.0,2.0,Seattle,98028,614990,47
2344.0,3.0,4.0,Seattle,98177,1075000,40
2110.0,2.0,3.0,Seattle,98177,741000,36
4310.0,3.0,5.0,Seattle,98177,2530000,56
1340.0,2.0,3.0,Seattle,98177,685000,35
1151.0,3.0,2.0,Seattle,98177,780000,34
4350.0,4.0,5.0,Seattle,98177,1580000,53
5494.0,3.0,4.0,Seattle,98177,4200000,51
3000.0,5.0,5.0,Seattle,98177,1830000,55
2390.0,3.0,4.0,Seattle,98177,1450000,31
1144.0,3.0,2.0,Seattle,98177,735000,52
2290.0,2.0,3.0,Seattle,98177,925000,33
1178.0,2.0,3.0,Seattle,98177,799000,42
1870.0,3.0,3.0,Seattle,98177,725000,31
2189.0,2.0,3.0,Seattle,98177,799950,43
2960.0,4.0,5.0,Seattle,98177,1165000,36
2708.0,3.0,5.0,Seattle,98177,875000,54
1000.0,2.0,2.0,Seattle,98177,780000,44
961.0,1.5,2.0,Seattle,98177,485000,59
961.0,2.0,2.0,Seattle,98177,485000,31
2910.0,2.0,4.0,Seattle,98177,1375000,40
2066.0,2.0,3.0,Seattle,98177,849000,32
2490.0,4.0,3.0,Seattle,98177,1643000,47
2350.0,3.0,3.0,Seattle,98177,1900000,51
4104.0,5.0,4.0,Seattle,98177,1565000,51
,,,Seattle,98177,3950000,30
1510.0,2.0,3.0,Seattle,98177,850000,34
1760.0,1.5,3.0,Seattle,98177,1200000,49
2210.0,2.0,3.0,Seattle,98177,740000,34
2135.0,3.0,4.0,Seattle,98177,1300000,51
2650.0,3.0,4.0,Seattle,98177,1450000,54
1830.0,3.0,3.0,Seattle,98177,850000,38
3840.0,3.0,5.0,Seattle,98177,1995000,33
2460.0,3.0,7.0,Seattle,98177,1050000,34
730.0,1.0,1.0,Seattle,98177,310000,35
7280.0,5.0,6.0,Seattle,98177,7000000,31
2830.0,2.0,3.0,Seattle,98177,1125000,36
3304.0,3.0,4.0,Seattle,98177,2430000,49
2520.0,3.0,3.0,Seattle,98177,1420000,47
2990.0,3.0,5.0,Seattle,98177,1930000,51
1822.0,2.0,3.0,Seattle,98116,1370000,50
2084.0,4.0,4.0,Seattle,98116,1000000,50
2320.0,3.0,4.0,Seattle,98116,1155000,56
2120.0,3.0,5.0,Seattle,98116,1201000,58
811.0,2.0,2.0,Seattle,98116,659000,44
758.0,1.0,2.0,Seattle,98116,405650,58
2930.0,1.0,2.0,Seattle,98116,1075000,32
1920.0,2.0,3.0,Seattle,98116,1105500,55
849.0,2.0,2.0,Seattle,98116,575000,52
3890.0,4.0,4.0,Seattle,98116,2810000,51
1780.0,2.0,4.0,Seattle,98116,850000,33
2540.0,3.0,4.0,Seattle,98116,1650000,33
1780.0,,,Seattle,98116,850000,43
1210.0,3.0,3.0,Seattle,98116,675000,36
1052.0,1.0,2.0,Seattle,98116,748000,58
2550.0,2.0,4.0,Seattle,98116,1015000,42
3040.0,4.0,4.0,Seattle,98116,1774000,56
2280.0,3.0,4.0,Seattle,98116,1200000,52
2660.0,3.0,3.0,Seattle,98116,1365000,36
1123.0,1.0,3.0,Seattle,98116,1490000,59
2089.0,1.0,4.0,Seattle,98116,966000,35
4075.0,3.0,5.0,Seattle,98116,1760000,60
1431.0,3.0,3.0,Seattle,98116,898000,49
2350.0,4.0,4.0,Seattle,98116,1490000,53
3655.0,4.0,5.0,Seattle,98116,2300000,39
1129.0,2.0,2.0,Seattle,98116,450000,33
759.0,1.0,1.0,Seattle,98116,467000,36
1003.0,1.0,1.0,Seattle,98116,510000,57
990.0,2.0,2.0,Seattle,98116,575000,41
990.0,2.0,2.0,Seattle,98116,575000,43
1230.0,2.0,3.0,Seattle,98116,805000,57
3460.0,2.0,6.0,Seattle,98116,1600000,55
2520.0,3.0,3.0,Seattle,98116,1616000,42
2030.0,2.0,3.0,Seattle,98116,1385000,56
1431.0,3.0,3.0,Seattle,98116,898000,50
2720.0,2.0,5.0,Seattle,98116,1300000,59
2148.0,2.0,2.0,Seattle,98116,1075000,53
2360.0,2.0,3.0,Seattle,98116,975000,40
1260.0,2.0,2.0,Seattle,98116,776653,39
1260.0,2.0,2.0,Seattle,98116,776653,47
1740.0,2.0,4.0,Seattle,98116,995000,50
2300.0,3.0,4.0,Seattle,98116,1100000,49
2070.0,2.0,4.0,Seattle,98116,635000,46
4298.0,3.0,4.0,Seattle,98116,2300000,30
940.0,1.0,2.0,Seattle,98116,713700,40
1244.0,2.0,2.0,Seattle,98116,3500000,36
1250.0,0.75,1.0,Seattle,98116,1618000,35
3400.0,4.0,4.0,Seattle,98116,1668000,38
2021.0,4.0,3.0,Seattle,98116,1050000,35
2469.0,3.0,3.0,Seattle,98116,3500000,39
0.0,,,Seattle,98116,100000,47
1062.0,2.0,2.0,Seattle,98116,685000,49
1062.0,2.0,2.0,Seattle,98116,685000,35
2670.0,2.0,3.0,Seattle,98116,1400000,33
811.0,2.0,2.0,Seattle,98116,688000,44
1088.0,3.0,2.0,Seattle,98116,765000,43
1840.0,1.0,3.0,Seattle,98116,930000,57
1479.0,2.0,2.0,Seattle,98116,800000,42
1135.0,2.0,2.0,Seattle,98116,640000,56
1300.0,2.0,3.0,Seattle,98116,840000,48
2380.0,2.0,4.0,Seattle,98116,1475000,42
1550.0,2.0,3.0,Seattle,98116,1100000,52
2438.0,3.0,4.0,Seattle,98116,1515000,60
1262.0,2.0,2.0,Seattle,98116,1224000,36
1639.0,2.0,3.0,Seattle,98116,1243000,51
2340.0,2.0,5.0,Seattle,98116,1160000,34
2362.0,2.0,4.0,Seattle,98116,1208500,51
3466.0,3.0,4.0,Seattle,98116,2425000,54
2939.0,2.0,4.0,Seattle,98116,1330000,44
2837.0,2.0,4.0,Seattle,98116,1481000,49
1970.0,2.75,4.0,Seattle,98116,1050000,52
2060.0,2.0,3.0,Seattle,98116,1180000,46
1957.0,3.0,4.0,Seattle,98116,1050000,47
3250.0,2.75,5.0,Seattle,98116,960000,36
1660.0,3.0,3.0,Seattle,98116,1130000,45
956.0,1.5,2.0,Seattle,98116,675000,53
1420.0,2.0,2.0,Seattle,98116,1100000,35
1120.0,2.0,3.0,Seattle,98116,895000,38
1760.0,2.0,3.0,Seattle,98116,950000,31
639.0,1.0,1.0,Seattle,98116,383800,41
995.0,2.0,2.0,Seattle,98116,735000,42
1531.0,3.0,3.0,Seattle,98116,898000,35
2721.0,4.0,4.0,Seattle,98106,1425000,50
526.0,1.0,1.0,Seattle,98106,199950,60
3004.0,4.0,8.0,Seattle,98106,1025000,47
1590.0,3.0,3.0,Seattle,98106,695000,52
3854.0,,,Seattle,98106,1025000,52
2368.0,4.0,4.0,Seattle,98106,1000000,33
1020.0,3.0,3.0,Seattle,98106,451000,59
1350.0,3.0,3.0,Seattle,98106,625000,34
2368.0,3.5,3.0,Seattle,98106,1000000,51
1870.0,1.0,3.0,Seattle,98106,700000,42
1680.0,2.5,3.0,Seattle,98106,356500,30
1370.0,3.0,3.0,Seattle,98106,835000,32
880.0,1.0,2.0,Seattle,98106,640000,56
1070.0,2.0,3.0,Seattle,98106,585000,56
1430.0,2.0,3.0,Seattle,98106,740000,46
,,,Seattle,98106,984900,60
2145.0,3.0,3.0,Seattle,98106,984900,59
1450.0,1.0,3.0,Seattle,98106,630000,59
790.0,1.0,2.0,Seattle,98106,575000,41
2690.0,3.0,4.0,Seattle,98106,1323000,56
,,,Seattle,98106,1068900,39
2487.0,3.0,5.0,Seattle,98106,1068900,54
980.0,1.0,3.0,Seattle,98106,565000,43
1150.0,1.0,3.0,Seattle,98106,520000,36
1550.0,3.0,3.0,Seattle,98106,633000,50
1969.0,3.0,4.0,Seattle,98106,889950,47
1276.0,2.0,3.0,Seattle,98106,645000,36
1080.0,2.0,2.0,Seattle,98106,649950,33
3470.0,5.0,5.0,Seattle,98106,1285000,41
1550.0,1.75,3.0,Seattle,98106,595000,49
1005.0,1.0,2.0,Seattle,98106,599950,54
